id,Spell Link,Spell name,Spell School,Verbal Component,Somatic Component,Material Component,Arcane Focus Component,Divine Focus Component,XP Component,Rulebook name,Edition
916,/spells/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/countermoon--1874/,Countermoon,Abjuration,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,Supplementals (3.0)
917,/spells/savage-species--47/countermoon--3187/,Countermoon,Abjuration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Savage Species,Supplementals (3.0)
918,/spells/spell-compendium--86/countermoon--4240/,Countermoon,Abjuration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
919,/spells/tome-of-battle-the-book-of-nine-swords--88/covering-strike--3757/,Covering Strike,White Raven,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tome of Battle: The Book of Nine Swords,Supplementals (3.5)
920,/spells/spell-compendium--86/crabwalk--4241/,Crabwalk,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
921,/spells/frostburn--68/crack-ice--1270/,Crack Ice,Evocation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Frostburn,Supplementals (3.5)
922,/spells/magic-of-faerun--20/crawling-darkness--1609/,Crawling Darkness,Conjuration,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Magic of Faerun,Forgotten Realms (3.0)
923,/spells/savage-species--47/crawling-darkness--3196/,Crawling Darkness,Conjuration,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Savage Species,Supplementals (3.0)
924,/spells/spell-compendium--86/crawling-darkness--4242/,Crawling Darkness,Conjuration,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
925,/spells/spell-compendium--86/creaking-cacophony--4243/,Creaking Cacophony,Illusion,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
926,/spells/monster-compendium-monsters-of-faerun--21/create-chosen-one--2008/,Create Chosen One,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Forgotten Realms (3.0)
927,/spells/monster-compendium-monsters-of-faerun--21/create-crawling-claw--2009/,Create Crawling Claw,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Forgotten Realms (3.0)
928,/spells/magic-of-faerun--20/create-crossroads-and-backroad--1610/,Create Crossroads and Backroad,Conjuration,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Magic of Faerun,Forgotten Realms (3.0)
929,/spells/monster-compendium-monsters-of-faerun--21/create-darkenbeast--2010/,Create Darkenbeast,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Forgotten Realms (3.0)
930,/spells/eberron-campaign-setting--12/create-deathless--4885/,Create Deathless,Necromancy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Eberron Campaign Setting,Eberron (3.5)
931,/spells/ghostwalk--94/create-ectoplasm--1338/,Create Ectoplasm,Conjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Ghostwalk,Supplementals (3.0)
932,/spells/complete-scoundrel--60/create-fetch--898/,Create Fetch,Conjuration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Complete Scoundrel,Supplementals (3.5)
933,/spells/players-handbook-v35--6/create-food-and-water--2375/,Create Food and Water,Conjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
934,/spells/eberron-campaign-setting--12/create-greater-deathless--4886/,Create Greater Deathless,Necromancy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Eberron Campaign Setting,Eberron (3.5)
935,/spells/players-handbook-v35--6/create-greater-undead--2723/,Create Greater Undead,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
936,/spells/champions-of-valor--28/create-lantern-archon--307/,Create Lantern Archon,Conjuration,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Champions of Valor,Forgotten Realms (3.5)
937,/spells/forgotten-realms-campaign-setting--19/create-magic-tattoo--1193/,Create Magic Tattoo,Conjuration,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Forgotten Realms Campaign Setting,Forgotten Realms (3.0)
938,/spells/players-guide-to-faerun--22/create-magic-tattoo--2226/,Create Magic Tattoo,Conjuration,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,Forgotten Realms (3.5)
939,/spells/spell-compendium--86/create-magic-tattoo--4247/,Create Magic Tattoo,Conjuration,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
940,/spells/oriental-adventures--96/create-spring--2105/,Create Spring,Transmutation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Oriental Adventures,Oriental Adventures (3.0)
941,/spells/races-of-the-dragon--83/create-trap--3076/,Create Trap,Conjuration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Races of the Dragon,Supplementals (3.5)
942,/spells/players-handbook-v35--6/create-undead--2724/,Create Undead,Necromancy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
943,/spells/players-handbook-v35--6/create-water--2376/,Create Water,Conjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
944,/spells/complete-divine--56/creeping-cold--738/,Creeping Cold,Transmutation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Complete Divine,Supplementals (3.5)
945,/spells/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/creeping-cold--1921/,Creeping Cold,Transmutation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,Supplementals (3.0)
946,/spells/spell-compendium--86/creeping-cold--4256/,Creeping Cold,Transmutation,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
947,/spells/complete-divine--56/creeping-cold-greater--739/,Creeping Cold Greater,Transmutation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Complete Divine,Supplementals (3.5)
948,/spells/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/greater-creeping-cold--1928/,Creeping Cold Greater,Transmutation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,Supplementals (3.0)
949,/spells/spell-compendium--86/creeping-cold-greater--4258/,Creeping Cold Greater,Transmutation,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
950,/spells/complete-arcane--55/creeping-darkness--492/,Creeping Darkness,Evocation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Complete Arcane,Supplementals (3.5)
951,/spells/oriental-adventures--96/creeping-darkness--2064/,Creeping Darkness,Evocation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Oriental Adventures,Oriental Adventures (3.0)
952,/spells/players-handbook-v35--6/creeping-doom--2377/,Creeping Doom,Conjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
953,/spells/song-and-silence-a-guidebook-to-bards-and-rogues--48/crescendo--3307/,Crescendo,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Song and Silence: A Guidebook to Bards and Rogues,Supplementals (3.0)
954,/spells/heroes-of-battle--69/crisis-of-confidence--1405/,Crisis of Confidence,Enchantment,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Heroes of Battle,Supplementals (3.5)
955,/spells/complete-adventurer--54/critical-strike--370/,Critical Strike,Divination,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Complete Adventurer,Supplementals (3.5)
956,/spells/complete-mage--58/critical-strike--797/,Critical Strike,Divination,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Complete Mage,Supplementals (3.5)
957,/spells/spell-compendium--86/critical-strike--4260/,Critical Strike,Divination,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
958,/spells/book-of-exalted-deeds--52/crown-of-brilliance--65/,Crown of Brilliance,Evocation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Book of Exalted Deeds,Supplementals (3.5)
959,/spells/players-handbook-ii--80/crown-of-clarity--2940/,Crown of Clarity,Divination,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Player's Handbook II,Supplementals (3.5)
960,/spells/forge-war--105/crown-courage--3545/,Crown of Courage,Enchantment,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,The Forge of War,Eberron (3.5)
961,/spells/book-of-exalted-deeds--52/crown-of-flame--66/,Crown of Flame,Evocation,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Book of Exalted Deeds,Supplementals (3.5)
962,/spells/book-of-exalted-deeds--52/crown-of-glory--67/,Crown of Glory,Evocation,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Book of Exalted Deeds,Supplementals (3.5)
963,/spells/complete-divine--56/crown-of-glory--697/,Crown of Glory,Evocation,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Complete Divine,Supplementals (3.5)
964,/spells/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/crown-of-glory--958/,Crown of Glory,Evocation,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Defenders of the Faith: A Guidebook to Clerics and Paladins,Supplementals (3.0)
965,/spells/deities-and-demigods--39/crown-of-glory--990/,Crown of Glory,Evocation,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Deities and Demigods,Supplementals (3.0)
966,/spells/draconomicon--92/crown-of-glory--1017/,Crown of Glory,Evocation,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Draconomicon,Supplementals (3.5)
967,/spells/spell-compendium--86/crown-glory--4263/,Crown of Glory,Enchantment,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
968,/spells/players-handbook-ii--80/crown-of-might--3007/,Crown of Might,Transmutation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Player's Handbook II,Supplementals (3.5)
969,/spells/players-handbook-ii--80/crown-of-protection--3008/,Crown of Protection,Transmutation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Player's Handbook II,Supplementals (3.5)
970,/spells/players-handbook-ii--80/crown-of-smiting--2968/,Crown of Smiting,Evocation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Player's Handbook II,Supplementals (3.5)
971,/spells/players-handbook-ii--80/crown-of-the-grave--2992/,Crown of the Grave,Necromancy,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Player's Handbook II,Supplementals (3.5)
972,/spells/players-handbook-ii--80/crown-of-veils--2984/,Crown of Veils,Illusion,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Player's Handbook II,Supplementals (3.5)
973,/spells/book-of-vile-darkness--37/cruel-disappointment--192/,Cruel Disappointment,Illusion,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Book of Vile Darkness,Supplementals (3.0)
974,/spells/complete-divine--56/crumble--740/,Crumble,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Complete Divine,Supplementals (3.5)
975,/spells/magic-of-faerun--20/crumble--1748/,Crumble,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Magic of Faerun,Forgotten Realms (3.0)
976,/spells/spell-compendium--86/crumble--4267/,Crumble,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
977,/spells/frostburn--68/crunchy-snow--1304/,Crunchy Snow,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Frostburn,Supplementals (3.5)
978,/spells/tome-of-battle-the-book-of-nine-swords--88/crusaders-strike--3598/,Crusader's Strike,Devoted Spirit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tome of Battle: The Book of Nine Swords,Supplementals (3.5)
979,/spells/players-handbook-v35--6/crushing-despair--2540/,Crushing Despair,Enchantment,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
980,/spells/book-of-vile-darkness--37/crushing-fist-of-spite--176/,Crushing Fist of Spite,Evocation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Book of Vile Darkness,Supplementals (3.0)
981,/spells/players-handbook-ii--80/crushing-grip--2969/,Crushing Grip,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Player's Handbook II,Supplementals (3.5)
982,/spells/lost-empires-of-faerun--30/crushing-sphere--1561/,Crushing Sphere,Evocation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Lost Empires of Faerun,Forgotten Realms (3.5)
983,/spells/tome-of-battle-the-book-of-nine-swords--88/crushing-vise--3714/,Crushing Vise,Stone Dragon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tome of Battle: The Book of Nine Swords,Supplementals (3.5)
984,/spells/tome-of-battle-the-book-of-nine-swords--88/crushing-weight-mountain--3715/,Crushing Weight of the Mountain,Stone Dragon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tome of Battle: The Book of Nine Swords,Supplementals (3.5)
985,/spells/book-of-exalted-deeds--52/cry-of-ysgard--24/,Cry of Ysgard,Conjuration,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Book of Exalted Deeds,Supplementals (3.5)
986,/spells/complete-mage--58/cryptwardens-grasp--851/,Cryptwarden's Grasp,Necromancy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Complete Mage,Supplementals (3.5)
987,/spells/complete-mage--58/crystalline-memories--871/,Crystalline Memories,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Complete Mage,Supplementals (3.5)
988,/spells/players-handbook-v35--6/cure-critical-wounds--2378/,Cure Critical Wounds,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
989,/spells/players-handbook-v35--6/cure-critical-wounds-mass--2379/,Cure Critical Wounds Mass,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
990,/spells/players-handbook-v35--6/cure-light-wounds--2380/,Cure Light Wounds,Conjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
991,/spells/players-handbook-v35--6/cure-light-wounds-mass--2381/,Cure Light Wounds Mass,Conjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
992,/spells/players-handbook-v35--6/cure-minor-wounds--2382/,Cure Minor Wounds,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
993,/spells/players-handbook-v35--6/cure-moderate-wounds--2383/,Cure Moderate Wounds,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
994,/spells/players-handbook-v35--6/cure-moderate-wounds-mass--2384/,Cure Moderate Wounds Mass,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
995,/spells/players-handbook-v35--6/cure-serious-wounds--2385/,Cure Serious Wounds,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
996,/spells/players-handbook-v35--6/cure-serious-wounds-mass--2386/,Cure Serious Wounds Mass,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
997,/spells/players-handbook-ii--80/curse-of-arrow-attraction--3009/,Curse of Arrow Attraction,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Player's Handbook II,Supplementals (3.5)
998,/spells/complete-divine--56/curse-of-ill-fortune--741/,Curse of Ill Fortune,Transmutation,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Complete Divine,Supplementals (3.5)
999,/spells/spell-compendium--86/curse-ill-fortune--4269/,Curse of Ill Fortune,Transmutation,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
1000,/spells/spell-compendium--86/curse-ill-fortune-mass--4271/,Curse of Ill Fortune Mass,Necromancy,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
1001,/spells/miniatures-handbook--75/curse-of-impending-blades--1976/,Curse of Impending Blades,Necromancy,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Miniatures Handbook,Supplementals (3.5)
1002,/spells/spell-compendium--86/curse-impending-blades--4274/,Curse of Impending Blades,Necromancy,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
1003,/spells/miniatures-handbook--75/curse-of-impending-blades-legions--1977/,Curse of Impending Blades Legion's,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Miniatures Handbook,Supplementals (3.5)
1004,/spells/spell-compendium--86/curse-impending-blades-mass--4275/,Curse of Impending Blades Mass,Necromancy,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
1005,/spells/complete-divine--56/curse-of-lycanthropy--719/,Curse of Lycanthropy,Necromancy,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Complete Divine,Supplementals (3.5)
1006,/spells/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/curse-of-lycanthropy--966/,Curse of Lycanthropy,Necromancy,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Defenders of the Faith: A Guidebook to Clerics and Paladins,Supplementals (3.0)
1007,/spells/spell-compendium--86/curse-lycanthropy--4276/,Curse of Lycanthropy,Necromancy,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
1008,/spells/miniatures-handbook--75/curse-of-petty-failing--1978/,Curse of Petty Failing,Necromancy,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Miniatures Handbook,Supplementals (3.5)
1009,/spells/miniatures-handbook--75/curse-of-petty-failing-legions--1979/,Curse of Petty Failing Legion's,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Miniatures Handbook,Supplementals (3.5)
1010,/spells/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/curse-of-the-brute--973/,Curse of the Brute,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Defenders of the Faith: A Guidebook to Clerics and Paladins,Supplementals (3.0)
1011,/spells/dragon-magic--62/curse-of-the-elemental-lords--1073/,Curse of the Elemental Lords,Necromancy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Dragon Magic,Supplementals (3.5)
1012,/spells/book-of-vile-darkness--37/curse-of-the-putrid-husk--193/,Curse of the Putrid Husk,Illusion,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Book of Vile Darkness,Supplementals (3.0)
1013,/spells/players-handbook-v35--6/curse-water--2725/,Curse Water,Necromancy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
1014,/spells/complete-warrior--61/cursed-blade--926/,Cursed Blade,Necromancy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Complete Warrior,Supplementals (3.5)
1015,/spells/spell-compendium--86/cursed-blade--4277/,Cursed Blade,Necromancy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
1016,/spells/dragonmarked--7/cursed-dragonmark--4862/,Cursed Dragonmark,Necromancy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Dragonmarked,Eberron (3.5)
1017,/spells/magic-of-faerun--20/curseof-ill-fortune--1749/,Curseof Ill Fortune,Transmutation,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Magic of Faerun,Forgotten Realms (3.0)
1018,/spells/book-of-exalted-deeds--52/curtain-of-light--68/,Curtain of Light,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Book of Exalted Deeds,Supplementals (3.5)
1019,/spells/spell-compendium--86/cutting-hand--4278/,Cutting Hand,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
1020,/spells/spell-compendium--86/cyclonic-blast--4301/,Cyclonic Blast,Evocation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
1021,/spells/complete-adventurer--54/daggerspell-stance--363/,Daggerspell Stance,Abjuration,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Complete Adventurer,Supplementals (3.5)
1022,/spells/spell-compendium--86/daggerspell-stance--4324/,Daggerspell Stance,Abjuration,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
1023,/spells/shining-south--25/daltims-fiery-tentacles--3267/,Daltim's Fiery Tentacles,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Shining South,Forgotten Realms (3.5)
1024,/spells/book-of-vile-darkness--37/damning-darkness--177/,Damning Darkness,Evocation,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Book of Vile Darkness,Supplementals (3.0)
1025,/spells/lords-of-madness--72/damning-darkness--1536/,Damning Darkness,Evocation,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Lords of Madness,Supplementals (3.5)
1026,/spells/complete-champion--57/dampen-magic--585/,Dampen Magic,Abjuration,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Complete Champion,Supplementals (3.5)
1027,/spells/book-of-vile-darkness--37/dance-of-ruin--204/,Dance of Ruin,Necromancy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Book of Vile Darkness,Supplementals (3.0)
1028,/spells/tome-of-battle-the-book-of-nine-swords--88/dance-spider--3688/,Dance of the Spider,Shadow Hand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tome of Battle: The Book of Nine Swords,Supplementals (3.5)
1029,/spells/complete-divine--56/dance-of-the-unicorn--634/,Dance of the Unicorn,Abjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Complete Divine,Supplementals (3.5)
1030,/spells/oriental-adventures--96/dance-of-the-unicorn--2013/,Dance of the Unicorn,Abjuration,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Oriental Adventures,Oriental Adventures (3.0)
1031,/spells/spell-compendium--86/dance-unicorn--4325/,Dance of the Unicorn,Abjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
1032,/spells/complete-arcane--55/dancing-blade--539/,Dancing Blade,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Complete Arcane,Supplementals (3.5)
1033,/spells/oriental-adventures--96/dancing-blade--2106/,Dancing Blade,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Oriental Adventures,Oriental Adventures (3.0)
1034,/spells/players-handbook-ii--80/dancing-blade--3010/,Dancing Blade,Transmutation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Player's Handbook II,Supplementals (3.5)
1035,/spells/tome-of-battle-the-book-of-nine-swords--88/dancing-blade-form--3643/,Dancing Blade Form,Iron Heart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tome of Battle: The Book of Nine Swords,Supplementals (3.5)
1036,/spells/book-of-vile-darkness--37/dancing-chains--234/,Dancing Chains,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Book of Vile Darkness,Supplementals (3.0)
1037,/spells/dragonmarked--7/dancing-dragonmark--4863/,Dancing Dragonmark,Transmutation,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dragonmarked,Eberron (3.5)
1038,/spells/players-handbook-v35--6/dancing-lights--2599/,Dancing Lights,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
1039,/spells/tome-of-battle-the-book-of-nine-swords--88/dancing-mongoose--3733/,Dancing Mongoose,Tiger Claw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tome of Battle: The Book of Nine Swords,Supplementals (3.5)
1040,/spells/book-of-exalted-deeds--52/dancing-web--69/,Dancing Web,Evocation,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Book of Exalted Deeds,Supplementals (3.5)
1041,/spells/stormwrack--87/dark-tide--3354/,Dark Tide,Necromancy,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Stormwrack,Supplementals (3.5)
1042,/spells/magic-of-faerun--20/dark-way--1696/,Dark Way,Illusion,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Magic of Faerun,Forgotten Realms (3.0)
1043,/spells/spell-compendium--86/dark-way--4326/,Dark Way,Illusion,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Spell Compendium,Supplementals (3.5)
1044,/spells/book-of-vile-darkness--37/darkbolt--178/,Darkbolt,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Book of Vile Darkness,Supplementals (3.0)
1045,/spells/forgotten-realms-campaign-setting--19/darkbolt--1200/,Darkbolt,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Forgotten Realms Campaign Setting,Forgotten Realms (3.0)
1046,/spells/lords-of-madness--72/darkbolt--1537/,Darkbolt,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Lords of Madness,Supplementals (3.5)
1047,/spells/spell-compendium--86/darkbolt--4328/,Darkbolt,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
1048,/spells/lords-of-darkness--95/darkfire--1512/,Darkfire,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Lords of Darkness,Forgotten Realms (3.0)
1049,/spells/magic-of-faerun--20/darkfire--1665/,Darkfire,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Magic of Faerun,Forgotten Realms (3.0)
1050,/spells/spell-compendium--86/darkfire--4330/,Darkfire,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Spell Compendium,Supplementals (3.5)
1051,/spells/champions-of-ruin--27/darkflame-arrow--279/,Darkflame Arrow,Evocation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Champions of Ruin,Forgotten Realms (3.5)
1052,/spells/book-of-vile-darkness--37/darklight--179/,Darklight,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Book of Vile Darkness,Supplementals (3.0)
1053,/spells/players-handbook-v35--6/darkness--2600/,Darkness,Evocation,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Player's Handbook v.3.5,Core (3.5)
1054,/spells/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/darkseed--1922/,Darkseed,Transmutation,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,Supplementals (3.0)
1055,/spells/players-handbook-v35--6/darkvision--2799/,Darkvision,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Player's Handbook v.3.5,Core (3.5)
1056,/spells/complete-arcane--55/darkvision-mass--540/,Darkvision Mass,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Complete Arcane,Supplementals (3.5)
1057,/spells/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/darkvision-mass--3417/,Darkvision Mass,Transmutation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tome and Blood: A Guidebook to Wizards and Sorcerers,Supplementals (3.0)
