name,spanishName,id,type
Spellsword,,812,classes
Spellthief,,813,classes
Spellwarp Sniper,,814,classes
Spinemeld Warrior,,815,classes
Spirit Shaman,,816,classes
Spur Lord,,817,classes
Spymaster,,818,classes
Spymaster,,819,classes
Squire of Legend,,820,classes
Stalker of Kharash,,821,classes
Steel Legionnaire,,822,classes
Stoneblessed,,823,classes
Stonedeath Assassin,,824,classes
Stonelord,,825,classes
Stonespeaker Guardian,,826,classes
Storm Disciple,,827,classes
Storm Sentry,,828,classes
Stormcaster,,829,classes
Stormlord,,830,classes
Stormlord,,831,classes
Stormsinger,,832,classes
Stormtalon,,833,classes
Streetfighter,,834,classes
Strifeleader,,835,classes
Sublime Chord,,836,classes
Suel Arcanamach,,837,classes
Sun Soul Monk,,838,classes
Sunmaster,,839,classes
Survivor,,840,classes
Swanmay,,841,classes
Swashbuckler,,842,classes
Swift Scion,,843,classes
Swift Wing,,844,classes
Sword Dancer,,845,classes
Sword of Righteousness,,846,classes
Swordsage,,847,classes
Sybil,,848,classes
Tactical Soldier,,849,classes
Tainted Scholar,,850,classes
Tainted Sorcerer,,851,classes
Tainted Warrior,,852,classes
Talon of Tiamat,,853,classes
Talontar Blightlord,,854,classes
Tamer of Beasts,,855,classes
Tattooed Monk,,856,classes
Tattooed Monk,,857,classes
Techsmith,,858,classes
Telflammar Shadowlord,,859,classes
Tempest,,860,classes
Tempest,,861,classes
Templar,,862,classes
Temple Raider of Olidammara,,863,classes
Temple Raider of Olidammara,,864,classes
Tenebrous Apostate,,865,classes
Thaumaturgist,,866,classes
Thayan Gladiator,,867,classes
Thayan Knight,,868,classes
Thayan Knight,,869,classes
Thayan Slaver,,870,classes
Thief of Life,,871,classes
Thief-acrobat,,872,classes
Thief-acrobat,,873,classes
Thrall of Demogorgon,,874,classes
Thrall of Graz&#39;zt,,875,classes
Thrall of Juiblex,,876,classes
Thrall of Orcus,,877,classes
Thrallherd,,878,classes
Thri-kreen Racial Class,,879,classes
Thug,,880,classes
Thunder Guide,,881,classes
Tomb Warden,,882,classes
Topaz Guardian,,883,classes
Totem Barbarian,,884,classes
Totem Rager,,885,classes
Totemist,,886,classes
Transmuter Variant,,887,classes
Trapsmith,,888,classes
Triadic Knight,,889,classes
Tribal Protector,,890,classes
Troubadour of Stars,,891,classes
True Necromancer,,892,classes
True Necromancer,,893,classes
Truenamer,,894,classes
Twisted Lord,,895,classes
Ultimate Magus,,896,classes
Umbral Disciple,,897,classes
Unbound Scroll,,898,classes
Uncanny Trickster,,899,classes
Unholy Ravager of Tiamat,,900,classes
Union Sentinel,,901,classes
Unseen Seer,,902,classes
Ur-priest,,903,classes
Ur-priest,,904,classes
Urban Adept,,905,classes
Urban Druid,,906,classes
Urban Ranger,,907,classes
Urban Savant,,908,classes
Urban Soul,,909,classes
Vadalis Beastkeeper,,910,classes
Vassal of Bahamut,,911,classes
Vengeance Knight,,912,classes
Verdant Lord,,913,classes
Vermin Keeper,,914,classes
Vermin Lord,,915,classes
Vigilant Eye of Helm (Paladin),,916,classes
Vigilant Sentinel of Aerenal,,917,classes
Vigilante,,918,classes
Vigilante,,919,classes
Virtuoso,,920,classes
Virtuoso,,921,classes
Visionary Seeker,,922,classes
Void Disciple,,923,classes
Void Disciple,,924,classes
Walker In the Waste,,925,classes
War Chanter,,926,classes
War Hulk,,927,classes
War Mind,,928,classes
War Weaver,,929,classes
War Wizard of Cormyr,,930,classes
Warblade,,931,classes
Warchief,,932,classes
Warforged Juggernaut,,933,classes
Warlock,,934,classes
Warmage,,935,classes
Warmage,,936,classes
Warmaster,,937,classes
Warpriest,,938,classes
Warpriest,,939,classes
Warrior,,940,classes
Warrior,,941,classes
Warrior,,942,classes
Warrior of Darkness,,943,classes
Warrior Skald,,944,classes
Warshaper,,945,classes
Warsling Sniper,,946,classes
Wary Swordknight (Paladin),,947,classes
Watch Detective,,948,classes
Wavekeeper,,949,classes
Waverider,,950,classes
Waveservant,,951,classes
Wayfarer Guide,,952,classes
Wayfarer Guide,,953,classes
Weapon Master,,954,classes
Weapon Master (Kensei),,955,classes
Wearer of Purple,,956,classes
Wearer of Purple,,957,classes
Weretouched Master,,958,classes
Whisperknife,,959,classes
Wild Mage,,960,classes
Wild Plains Outrider,,961,classes
Wild Scout,,962,classes
Wild Soul,,963,classes
Wilder,,964,classes
Wilderness Rogue,,965,classes
Wildrunner,,966,classes
Windrider,,967,classes
Windwalker,,968,classes
Windwright Captain,,969,classes
Winterhaunt of Iborighu,,970,classes
Witch Hunter,,971,classes
Witch Slayer,,972,classes
Witchborn Binder,,973,classes
Wizard,,974,classes
Wizard,,975,classes
Wizard,,976,classes
Wizard,,977,classes
Wizard of High Sorcery,,978,classes
Wizard Variant,,979,classes
Wonderworker,,980,classes
Wu Jen,,981,classes
Wu Jen,,982,classes
Wyrm Wizard,,983,classes
Yakuza,,984,classes
Yathchol Webrider,,985,classes
Yathrinshee,,986,classes
Yuan-ti Cultist,,987,classes
Zerth Cenobite,,988,classes
Zhentarim Skymage,,989,classes
Zhentarim Spy,,990,classes
Aasimar,,1,races
Bariaur,,2,races
Diabolus,,3,races
Diopsid,,4,races
Doppleganger,,5,races
Drow,,6,races
Dvati,,7,races
Dwarf,,8,races
Elf,,9,races
Feral gargan,,10,races
Gnome,,11,races
Goliath,,12,races
Half-elf,,13,races
Half-moon elf,,14,races
Half-ogre,,15,races
Half-ogres,,16,races
Half-Orc,,17,races
Halfling,,18,races
Hengeyokai,,19,races
Human,,20,races
Illumian,,21,races
Jerren,,22,races
Kalashtar,,23,races
Korobukuru,,24,races
Kuo-Toa,,25,races
Lupin,,26,races
Minotaur,,27,races
Nezumi,,28,races
Orc,,29,races
Pixie (Sprite),,30,races
Raptoran,,31,races
Skarn,,32,races
Skulk,,33,races
Spirit Folk Bamboo,,34,races
Spirit Folk River,,35,races
Spirit Folk Sea,,36,races
Tibbit,,37,races
Tiefling,,38,races
Underfolk,,39,races
Vanara,,40,races
Vashar,,41,races
Whisper Gnome,,42,races
Aberrant Dragonmark,,1,feats
Aberrant Dragonmark Gift,,2,feats
Aberrant Dragonmark Mystery,,3,feats
Aberrant Dragonmark Vigor,,4,feats
Aberration Banemagic,,5,feats
Aberration Banemagic,,6,feats
Aberration Blood,,7,feats
Aberration Wild Shape,,8,feats
Ability Enchancer,,9,feats
Ability Focus,,10,feats
Ability Focus,,11,feats
Ability Focus,,12,feats
Ability Focus,,13,feats
Ability Focus,,14,feats
Ability Focus,,15,feats
Able Learner,,16,feats
Able Sniper,,17,feats
Abominable Form,,18,feats
Abrasive,,19,feats
Absent-minded,,20,feats
Abyss-Bound Soul,,21,feats
Abyss-Bound Soul,,22,feats
Accelerate Metamagic,,23,feats
Accurate Jaunt,,24,feats
Acheron Flurry,,25,feats
Acidic Splatter,,26,feats
Acrobatic,,27,feats
Acrobatic,,28,feats
Acrobatic Backstab,,29,feats
Acrobatic Strike,,30,feats
Action Boost,,31,feats
Action Healing,,32,feats
Action Surge,,33,feats
Active Shield Defense,,34,feats
Adamantine Body,,35,feats
Adamantine Body,,36,feats
Adamantine Body,,37,feats
Adaptable Flanker,,38,feats
Adaptive Style,,39,feats
Additional Favored Class,,40,feats
Additional Magic Item Space,,41,feats
Adroit Flyby Attack,,42,feats
Advantageous Avoidance ,,43,feats
Aerenal Arcanist,,44,feats
Aerenal Beastmaster,,45,feats
Aerenal Half-Life,,46,feats
Aereni Focus,,47,feats
Aerial Reflexes,,48,feats
Aerial Superiority,,49,feats
Aftersight,,50,feats
Aggressive,,51,feats
Aggressive Mind,,52,feats
Agile,,53,feats
Agile Athlete,,54,feats
Agile Shield Fighter,,55,feats
Agile Tyrant,,56,feats
Agony Touch,,57,feats
Air Bloodline,,58,feats
Air Devotion,,59,feats
Air Heritage,,60,feats
Alacritous Cogitation ,,61,feats
Alertness,,62,feats
Aleval School,,63,feats
Aligned Attack,,64,feats
Allied Defense,,65,feats
Alluring,,66,feats
Alternate Form,,67,feats
Altitude Adaptation,,68,feats
Altitude Adaptation,,69,feats
Ambidexterity,,70,feats
Anarchic Bloodline,,71,feats
Anarchic Heritage,,72,feats
Ancestral Guidance,,73,feats
Ancestral Knowledge,,74,feats
Ancestral Relic,,75,feats
Ancestral Spirit,,76,feats
Ancestral Whispers,,77,feats
Animal Affinity,,78,feats
Animal Control,,79,feats
Animal Defiance,,80,feats
Animal Devotion,,81,feats
Animal Friend,,82,feats
Animal Friends,,83,feats
Ankheg Tribe Ambush,,84,feats
Antagonist,,85,feats
Antipsionic Magic,,86,feats
Anvil of Thunder,,87,feats
Apostate,,88,feats
Appraise Magic Value,,89,feats
Apprentice,,90,feats
Aquatic Breath,,91,feats
Aquatic Shot,,92,feats
Aquatic Spellcasting,,93,feats
Arachnid Rider,,94,feats
Arcane Accompaniment,,95,feats
Arcane Consumption,,96,feats
Arcane Defense,,97,feats
Arcane Defense,,98,feats
Arcane Disciple,,99,feats
Arcane Flourish,,100,feats
Arcane Insight,,101,feats
Arcane Manipulation,,102,feats
Arcane mastery,,103,feats
Arcane Preparation,,104,feats
Arcane Preparation,,105,feats
Arcane Preparation,,106,feats
Arcane Preparation,,107,feats
Arcane Schooling,,108,feats
Arcane Schooling,,109,feats
Arcane Strike,,110,feats
Arcane Thesis,,111,feats
Arcane Toughness,,112,feats
Arcane Transfiguration,,113,feats
Archivist of Nature,,114,feats
Arctic Adaptation,,115,feats
Arctic Priest,,116,feats
Area Attack,,117,feats
Armor of Scales ,,118,feats
Armor Proficiency (heavy),,119,feats
Armor Proficiency (light),,120,feats
Armor Proficiency (medium),,121,feats
Armor Skin,,122,feats
Armor Skin,,123,feats
Armor Specialization,,124,feats
Art of Fascination,,125,feats
Arterial Strike,,126,feats
Arterial Strike,,127,feats
Artist,,128,feats
Artist,,129,feats
Artist,,130,feats
Ascetic Hunter,,131,feats
Ascetic Knight,,132,feats
Ascetic Mage,,133,feats
Ascetic Psion,,134,feats
Ascetic Rogue,,135,feats
Ascetic Stalker,,136,feats
Ashbound,,137,feats
Ashbound Mark,,138,feats
Assume Quirk,,139,feats
Assume Supernatural Ability,,140,feats
Astral Tracking,,141,feats
At Home In The Deep,,142,feats
Athletic,,143,feats
Athletic,,144,feats
Attention to Detail,,145,feats
Attune Gem,,146,feats
Attune Magical Weapon,,147,feats
Augment Elemental,,148,feats
Augment Healing,,149,feats
Augment Summoning,,150,feats
Augment Summoning,,151,feats
Augment Summoning,,152,feats
Augmented Alchemy,,153,feats
Augmented Alchemy,,154,feats
Auspicious Marking,,155,feats
Automatic Quicken Spell,,156,feats
Automatic Quicken Spell,,157,feats
Automatic Silent Spell,,158,feats
Automatic Silent Spell,,159,feats
Automatic Still Spell,,160,feats
Automatic Still Spell,,161,feats
Autonomous,,162,feats
Avenging Strike,,163,feats
Awaken Frightful Presence,,164,feats
Awaken Spell Resistance,,165,feats
Awesome Blow,,166,feats
Awesome Blow,,167,feats
Awesome Blow,,168,feats
Awesome Blow,,169,feats
Awesome Smite,,170,feats
Axeshield,,171,feats
Axespike,,172,feats
Axethrower,,173,feats
Axiomatic Bloodline,,174,feats
Axiomatic Heritage,,175,feats
Axiomatic Strike,,176,feats
Axiomatic Strike,,177,feats
Azerblood,,178,feats
Azure Enmity,,179,feats
Azure Talent,,180,feats
Azure Touch,,181,feats
Azure Toughness,,182,feats
Azure Turning,,183,feats
Azure Wild Shape,,184,feats
Back on Your Feet,,185,feats
Baleful Moan,,186,feats
Ballista Proficiency,,187,feats
Bane Magic,,188,feats
Bane Magic,,189,feats
Bane of Argonnessen,,190,feats
Bane of Enemies,,191,feats
Bane of Infidels,,192,feats
Bane of the Unclean,,193,feats
Barbed Stinger,,194,feats
Batrider,,195,feats
Battle Blessing,,196,feats
Battle Caster,,197,feats
Battle Casting,,198,feats
Battle Dancer,,199,feats
Battle Hardened,,200,feats
Battle Jump,,201,feats
Battle Mage Tactics,,202,feats
Battlebred,,203,feats
Battlecaster Defense,,204,feats
Battlecaster Offense,,205,feats
Battlefield Inspiration,,206,feats
Battleshifter Training,,207,feats
Bear Fang,,208,feats
Beast Companion,,209,feats
Beast Shape,,210,feats
Beast Totem,,211,feats
Beast Wild Shape,,212,feats
Beasthide,,213,feats
Beasthide Elite,,214,feats
Beckon the Frozen,,215,feats
Beloved of Demons,,216,feats
Bend Spell,,217,feats
Bestial Charge,,218,feats
Bestial Hide,,219,feats
Better Lucky than Good ,,220,feats
Bind Elemental,,221,feats
Bind Vestige,,222,feats
Bind Vestige Improved,,223,feats
Binding Brand,,224,feats
Black Dragon Lineage ,,225,feats
Black Lore of Moil,,226,feats
Blackwater Invocation,,227,feats
Blade Meditation,,228,feats
Blade of Force,,229,feats
Bladebearer of the Valenar,,230,feats
Bladebearer of the Valenar,,231,feats
Bladebearer of Valenar,,232,feats
Bladeproof skin,,233,feats
Blazing Berserker,,234,feats
Blend Into Shadows,,235,feats
Blessed by Tem-Et-Nu,,236,feats
Blessed of the Seven Sisters,,237,feats
Blessed of Vulkoor ,,238,feats
Blessing of the Godless,,239,feats
Blind-Fight,,240,feats
Blinding Speed,,241,feats
Blindsense,,242,feats
Blindsight,,243,feats
Blindsight 5-foot Radius,,244,feats
Blindsight 5-ft. Radius,,245,feats
Blistering Spell,,246,feats
Block Arrow,,247,feats
Blood Calls to Blood,,248,feats
Blood of the Warlord,,249,feats
Blood Sorcerer,,250,feats
Blood War Conscript ,,251,feats
Blood-Spiked Charger,,252,feats
Blooded,,253,feats
Blooded,,254,feats
Bloodline of fire,,255,feats
Bloodline of fire,,256,feats
Bloodsoaked Intimidate,,257,feats
Blowhard,,258,feats
Blue Dragon Lineage ,,259,feats
Boar&#39;s Ferocity,,260,feats
Body Fuel,,261,feats
Body Fuel,,262,feats
Body Pouch,,263,feats
Bolster Resistance,,264,feats
Bonded Familiar,,265,feats
Bonus Breath,,266,feats
Bonus Domain,,267,feats
Bonus Domain,,268,feats
Bonus Essentia,,269,feats
Bonus Soulmeld,,270,feats
Boomerang Daze,,271,feats
Boomerang Ricochet,,272,feats
Boost Construct,,273,feats
Boost Spell Resistance,,274,feats
Boost Spell-Like Ability,,275,feats
Born Duelist,,276,feats
Born Flyer,,277,feats
Born of the Three Thunders,,278,feats
Borne Aloft,,279,feats
Bounding Assault,,280,feats
Bowslinger,,281,feats
Braced for Charge,,282,feats
Brachiation,,283,feats
Brachiation,,284,feats
Brand of the Nine Hells,,285,feats
Brass Dragon Lineage ,,286,feats
Brawler,,287,feats
Breadth of Knowledge,,288,feats
Breath Control,,289,feats
Breath of Siberys,,290,feats
Breath of Unlife,,291,feats
Breathing Link,,292,feats
Breathing Link,,293,feats
Brew Potion,,294,feats
Bright Sigil,,295,feats
Broken One&#39;s Sacrifice,,296,feats
Bronze Dragon Lineage ,,297,feats
Brutal Strike,,298,feats
Brutal Throw,,299,feats
Brutal Throw,,300,feats
Brute Fighting,,301,feats
Bullheaded,,302,feats
Bullheaded,,303,feats
Bulwark of Defense,,304,feats
Burrow friend,,305,feats
Burrowing Power,,306,feats
Business Savvy,,307,feats
Calishite Elementalist: Air,,308,feats
Calishite Elementalist: Fire,,309,feats
Call of the Undying,,310,feats
Cannith Forgecraft,,311,feats
Captivating Melody ,,312,feats
Caravanner,,313,feats
Carmendine Monk,,314,feats
Catfolk Pounce,,315,feats
Caustic Adaptation,,316,feats
Cautious,,317,feats
Cautious Attack,,318,feats
Cavalry Charger,,319,feats
Caver,,320,feats
Celestial Bloodline,,321,feats
Celestial Bloodline,,322,feats
Celestial Familiar,,323,feats
Celestial Heritage,,324,feats
Celestial Light,,325,feats
Celestial Mount,,326,feats
Celestial Sorcerer Aura,,327,feats
Celestial Sorcerer Heritage,,328,feats
Celestial Sorcerer Lance,,329,feats
Celestial Sorcerer Lore,,330,feats
Celestial Sorcerer Wings,,331,feats
Celestial Summoning Specialist,,332,feats
Centaur Trample,,333,feats
Ceremonial Empowerment,,334,feats
Cerulean Fortitude,,335,feats
Cerulean Reflexes,,336,feats
Cerulean Will,,337,feats
Chain Power,,338,feats
Chain Spell,,339,feats
Chain Spell,,340,feats
Chakram Ricochet,,341,feats
Chameleon Hide,,342,feats
Channel Charge,,343,feats
Channel Legacy,,344,feats
Channeled Rage,,345,feats
Chant of Fortitude,,346,feats
Chant of the Long Road ,,347,feats
Chaos Devotion,,348,feats
Chaotic Mind,,349,feats
Chaotic Rage,,350,feats
Chaotic Spell Recall ,,351,feats
Chariot Archery,,352,feats
Chariot Charge,,353,feats
Chariot Combat,,354,feats
Chariot Sideswipe,,355,feats
Chariot Trample,,356,feats
Charlatan,,357,feats
Charm Immunity,,358,feats
Charm Resistance,,359,feats
Charming,,360,feats
Charnel Miasma,,361,feats
Cheetah Tribe Sprint,,362,feats
Cheetah&#39;s Speed,,363,feats
Child of the Swamps,,364,feats
Child of Winter,,365,feats
Chink in the Armor,,366,feats
Choke Hold,,367,feats
Chondathan Missionary,,368,feats
Chord of Distraction ,,369,feats
Chosen Foe,,370,feats
Chosen of Evil,,371,feats
Chosen of Iborighu,,372,feats
Chosen of the Deathless,,373,feats
Chosen Weapon Specialization,,374,feats
Circle Kick,,375,feats
Circle Magic,,376,feats
Circle Master,,377,feats
Circle Student,,378,feats
City Magic ,,379,feats
City Slicker,,380,feats
Clan Prestige,,381,feats
Clap of Thunder,,382,feats
Clarion Commander,,383,feats
Clarity of Vision,,384,feats
Claws of the Beast ,,385,feats
Cleave,,386,feats
Clever Improviser,,387,feats
Clever Opportunist,,388,feats
Clever Wrestling,,389,feats
Clever Wrestling,,390,feats
Clever Wrestling,,391,feats
Clever Wrestling,,392,feats
Cliffwalk,,393,feats
Cliffwalk Elite,,394,feats
Cliffwalk Elite,,395,feats
Climb like an Ape,,396,feats
Clinging Breath,,397,feats
Clinging Breath,,398,feats
Cloak Dance,,399,feats
Cloak of the Obyrith ,,400,feats
Close-Quarters Fighting,,401,feats
Close-Quarters Fighting,,402,feats
Close-Quarters Fighting,,403,feats
Close-Quarters Fighting,,404,feats
Closed Mind,,405,feats
Cloudy Conjuration,,406,feats
Clutch of Earth,,407,feats
Cobalt Expertise,,408,feats
Cobalt Power,,409,feats
Cobalt Rage,,410,feats
Cobolt Charge,,411,feats
Cobolt Critical,,412,feats
Cobolt Precision,,413,feats
Cobra Head,,414,feats
Coercive Spell,,415,feats
Cold Endurance,,416,feats
Cold Endurance,,417,feats
Cold Focus,,418,feats
Cold Iron Tracery,,419,feats
Cold Spell Specialization,,420,feats
Collector of Stories,,421,feats
Collegiate Wizard,,422,feats
Colossal Wild Shape,,423,feats
Combat Acrobat,,424,feats
Combat Archery,,425,feats
Combat Archery,,426,feats
Combat Awareness,,427,feats
Combat Awareness,,428,feats
Combat Brute,,429,feats
Combat Casting,,430,feats
Combat Charm,,431,feats
Combat Cloak Expert,,432,feats
Combat Defense,,433,feats
Combat Expertise,,434,feats
Combat Familiar,,435,feats
Combat Focus,,436,feats
Combat Insight,,437,feats
Combat Intuition,,438,feats
Combat Manifestation,,439,feats
Combat Manifestation,,440,feats
Combat Panache,,441,feats
Combat Reflexes,,442,feats
Combat Stability,,443,feats
Combat Strike,,444,feats
Combat Tactician,,445,feats
Combat Tinkering,,446,feats
Combat Vigor,,447,feats
Cometary Collision,,448,feats
Commanding,,449,feats
Communicator,,450,feats
Companion Spellbond,,451,feats
Complementary Insight,,452,feats
Conceal Spellcasting,,453,feats
Concussion Attack,,454,feats
Conductivity,,455,feats
Confound the Big Folk,,456,feats
Consecrate Spell,,457,feats
Consecrate Spell,,458,feats
Consecrate Spell Like Ability,,459,feats
Consecrate Spell Trigger,,460,feats
Consecrate Spell-Like Ability,,461,feats
Constant Guardian,,462,feats
Construct Grafter,,463,feats
Construct Lock,,464,feats
Contagious Paralysis,,465,feats
Control Visage,,466,feats
Controlled Immolation,,467,feats
Controlled Respiration,,468,feats
Cool Head,,469,feats
Cool Head (CS),,470,feats
Cooperative Spell,,471,feats
Cooperative Spell,,472,feats
Coordinated Shot,,473,feats
Coordinated Strike,,474,feats
Copper Dragon Lineage ,,475,feats
Cormanthyran Moon Magic,,476,feats
Corner Perch,,477,feats
Cornered Rat,,478,feats
Corpse Malevolence,,479,feats
Corpsecrafter,,480,feats
Corrupt Arcana,,481,feats
Corrupt Arcane Studies,,482,feats
Corrupt Spell,,483,feats
Corrupt Spell,,484,feats
Corrupt Spell,,485,feats
Corrupt Spell Focus,,486,feats
Corrupt Spell-Like Ability,,487,feats
Corrupted Wild Shape,,488,feats
Corrupting Touch,,489,feats
Cosmopolitan,,490,feats
Cosmopolitan,,491,feats
Cougar&#39;s Vision,,492,feats
Courageous Rally,,493,feats
Courteous Magocracy,,494,feats
Cover Your Tracks,,495,feats
Craft Aboleth Glyph,,496,feats
Craft Alchemical item,,497,feats
Craft Cognizance Crystal,,498,feats
Craft Construct,,499,feats
Craft Construct,,500,feats
Craft Construct,,501,feats
Craft Contingent Spell,,502,feats
Craft Contingent Spell,,503,feats
Craft Crystal Capacitor,,504,feats
Craft Crystal Weapon,,505,feats
Craft Dorje,,506,feats
Craft Dorje,,507,feats
Craft Epic Magic Arms and Armor,,508,feats
Craft Epic Rod,,509,feats
Craft Epic Staff,,510,feats
Craft Epic Wondrous Item,,511,feats
Craft Magic Arms and Armor,,512,feats
Craft Masterwork Armor,,513,feats
Craft Masterwork Ranged Weapon,,514,feats
Craft Masterwork Weapon,,515,feats
Craft Psicrown,,516,feats
Craft Psionic Arms and Armor,,517,feats
Craft Psionic Arms and Armor,,518,feats
Craft Psionic Construct,,519,feats
Craft Psionic Seal,,520,feats
Craft Rod,,521,feats
Craft Rune Circle,,522,feats
Craft Scepter,,523,feats
Craft Skull Talisman,,524,feats
Craft Staff,,525,feats
Craft Talisman,,526,feats
Craft Universal Item,,527,feats
Craft Universal Item,,528,feats
Craft Wand,,529,feats
Craft Wondrous Item ,,530,feats
Craven,,531,feats
Create Infusion,,532,feats
Create Portal,,533,feats
Crescent Moon,,534,feats
Crossbow Sniper,,535,feats
Crowd Tactics,,536,feats
Crush,,537,feats
Crushing Strike,,538,feats
Cull Wand Essence,,539,feats
Cumbrous Dodge,,540,feats
Cumbrous Fortitude,,541,feats
Cumbrous Reflexes,,542,feats
Cumbrous Will,,543,feats
Cunning Evasion,,544,feats
Cunning Sidestep,,545,feats
Curative Legacy,,546,feats
Curling Wave Strike,,547,feats
Cuthbert&#39;s Smite,,548,feats
Cutpurse,,549,feats
Dallah Thaun&#39;s Luck,,550,feats
Damage Reduction,,551,feats
Damage Reduction,,552,feats
Dampen Spell,,553,feats
Dancing Blade,,554,feats
Dancing with Shadows,,555,feats
Danger Sense,,556,feats
Danger Sense,,557,feats
Daredevil Athlete,,558,feats
Darguun Mauler,,559,feats
Daring Outlaw ,,560,feats
Daring Warrior,,561,feats
Dark Speech,,562,feats
Dark Speech,,563,feats
Dark Speech,,564,feats
Dark Whispers,,565,feats
Darkstalker,,566,feats
Dash,,567,feats
Dash,,568,feats
Dash,,569,feats
Daunting Presence,,570,feats
Daunting Presence,,571,feats
Dauntless,,572,feats
Daylight Adaptation,,573,feats
Daylight Adaptation,,574,feats
Daylight Adaptation,,575,feats
Dazzling Energy,,576,feats
Dazzling Fire,,577,feats
Dazzling Illusion,,578,feats
Dead Eye,,579,feats
Deadeye Shot,,580,feats
Deadly Chill,,581,feats
Deadly Defense,,582,feats
Deadly Poison,,583,feats
Deadly Poison,,584,feats
Deadly Precision,,585,feats
Deadly Spittle,,586,feats
Deafening Song,,587,feats
Deafening Spell,,588,feats
Deafening Strike ,,589,feats
Death Blow,,590,feats
Death Blow,,591,feats
Death Devotion,,592,feats
Death Frenzy,,593,feats
Death Master,,594,feats
Death of Enemies,,595,feats
Deathless Fleshgrafter,,596,feats
Debilitating Spell,,597,feats
Debilitating Strike,,598,feats
Deceitful,,599,feats
Deceptive Dodge,,600,feats
Deceptive Illumination,,601,feats
Deceptive Spell ,,602,feats
Deep Denizen,,603,feats
Deep Impact,,604,feats
Deep Impact,,605,feats
Deep Vision,,606,feats
Deep Vision,,607,feats
Deepening Darkness,,608,feats
Deepspawn,,609,feats
Defender of the Homeland,,610,feats
Defending Spirit ,,611,feats
Defense against the Supernatural,,612,feats
Defensive Archery,,613,feats
Defensive Shell,,614,feats
Defensive Strike,,615,feats
Defensive Strike,,616,feats
Defensive Sweep,,617,feats
Defensive Throw,,618,feats
Defensive Throw,,619,feats
Deflect Arrows,,620,feats
Deflective Armor,,621,feats
Deformity (Clawed Hands),,622,feats
Deformity (Eyes),,623,feats
Deformity (Eyes),,624,feats
Deformity (Face),,625,feats
Deformity (Face),,626,feats
Deformity (Gaunt),,627,feats
Deformity (Gaunt),,628,feats
Deformity (Madness),,629,feats
Deformity (Obese),,630,feats
Deformity (Parasite),,631,feats
Deformity (Skin),,632,feats
Deformity (Tall),,633,feats
Deformity (Teeth),,634,feats
Deformity (Tongue),,635,feats
Deft Hands,,636,feats
Deft Opportunist,,637,feats
Deft Opportunist,,638,feats
Deft Strike,,639,feats
Deft Strike,,640,feats
Delay Potion ,,641,feats
Delay Power,,642,feats
Delay Power,,643,feats
Delay Spell,,644,feats
Delay Spell,,645,feats
Delay Spell,,646,feats
Delay Spell,,647,feats
Demon Mastery,,648,feats
Demonic Conduit ,,649,feats
Demonic Skin ,,650,feats
Demonic Sneak Attack ,,651,feats
Demonsworn Knight,,652,feats
Desert Dweller,,653,feats
Desert Fire,,654,feats
Desert Wind Dodge,,655,feats
Despana School,,656,feats
Destruction Devotion,,657,feats
Destruction Retribution,,658,feats
Destructive Rage,,659,feats
Destructive Rage,,660,feats
Detach,,661,feats
Detached,,662,feats
Detect Shadow Weave User,,663,feats
Devastating Critical,,664,feats
Devastating Critical,,665,feats
Devil&#39;s Aura,,666,feats
Devil&#39;s Favor,,667,feats
Devil&#39;s Flesh,,668,feats
Devil&#39;s Sight,,669,feats
Devil&#39;s Stamina,,670,feats
Devil&#39;s Tongue,,671,feats
Devoted Bulwark,,672,feats
Devoted Inquisitor,,673,feats
Devoted Performer,,674,feats
Devoted Tracker,,675,feats
Dexterous Fortitude,,676,feats
Dexterous Will,,677,feats
Diehard,,678,feats
Diehard,,679,feats
Dilate Aura,,680,feats
Diligent,,681,feats
Dimensional Jaunt,,682,feats
Dimensional Reach,,683,feats
Diminutive Wild Shape,,684,feats
Dinosaur Hunter,,685,feats
Dinosaur Wrangler,,686,feats
Dire Charge,,687,feats
Dire Charge,,688,feats
Dire Flail Mind Blade,,689,feats
Dire Flail Smash,,690,feats
Dire Stun,,691,feats
Dirty Fighting,,692,feats
Dirty Rat,,693,feats
Disarm Mind,,694,feats
Disciple of Darkness,,695,feats
Disciple of Darkness,,696,feats
Disciple of the Sun,,697,feats
Discipline,,698,feats
Discipline,,699,feats
Discipline,,700,feats
Disease Immunity,,701,feats
Disemboweling Strike ,,702,feats
Disentangler,,703,feats
Disguise Spell,,704,feats
Disguise Spell,,705,feats
Disguise Spell,,706,feats
Dishonest,,707,feats
Disintegration Finesse,,708,feats
Disjunction Ray,,709,feats
Dismount Attack,,710,feats
Disrupting Spell,,711,feats
Distant Horizon,,712,feats
Distant Shot,,713,feats
Distinctive,,714,feats
Distracting Attack,,715,feats
Disturbing Visage,,716,feats
Dive For Cover,,717,feats
Diverse Background,,718,feats
Divine Accuracy,,719,feats
Divine Alacrity,,720,feats
Divine Armor,,721,feats
Divine Censure,,722,feats
Divine Cleansing,,723,feats
Divine Cleansing,,724,feats
Divine Conduit,,725,feats
Divine Countermagic,,726,feats
Divine Damage Reduction,,727,feats
Divine Defiance,,728,feats
Divine Denial,,729,feats
Divine Energy Focus,,730,feats
Divine Fervor,,731,feats
Divine Fortune,,732,feats
Divine Intercession,,733,feats
Divine Justice,,734,feats
Divine Justice,,735,feats
