id,name,link,book,bookLink
686,Dinosaur Wrangler,/feats/races-of-eberron--10/dinosaur-wrangler--617/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
687,Dire Charge,/feats/epic-level-handbook--41/dire-charge--618/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
688,Dire Charge,/feats/draconomicon--92/dire-charge--3605/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
689,Dire Flail Mind Blade,/feats/complete-psionic--59/dire-flail-mind-blade--619/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
690,Dire Flail Smash,/feats/champions-of-ruin--27/dire-flail-smash--620/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
691,Dire Stun,/feats/complete-psionic--59/dire-stun--621/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
692,Dirty Fighting,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/dirty-fighting--3322/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
693,Dirty Rat,/feats/champions-of-ruin--27/dirty-rat--623/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
694,Disarm Mind,/feats/psionics-handbook-30--46/disarm-mind--624/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
695,Disciple of Darkness,/feats/book-of-vile-darkness--37/disciple-of-darkness--625/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
696,Disciple of Darkness,/feats/champions-of-ruin--27/disciple-of-darkness--626/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
697,Disciple of the Sun,/feats/complete-divine--56/disciple-of-the-sun--627/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
698,Discipline,/feats/forgotten-realms-campaign-setting--19/discipline--628/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
699,Discipline,/feats/players-guide-to-faerun--22/discipline--629/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
700,Discipline,/feats/oriental-adventures--96/discipline--3672/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
701,Disease Immunity,/feats/heroes-of-horror--70/disease-immunity--630/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
702,Disemboweling Strike ,/feats/complete-scoundrel--60/disemboweling-strike--631/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
703,Disentangler,/feats/races-of-faerun--23/disentangler--632/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
704,Disguise Spell,/feats/complete-adventurer--54/disguise-spell--633/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
705,Disguise Spell,/feats/deities-and-demigods--39/disguise-spell--634/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
706,Disguise Spell,/feats/song-and-silence-a-guidebook-to-bards-and-rogues--48/disguise-spell--635/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
707,Dishonest,/feats/unearthed-arcana--90/dishonest--636/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
708,Disintegration Finesse,/feats/lords-of-madness--72/disintegration-finesse--637/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
709,Disjunction Ray,/feats/lords-of-madness--72/disjunction-ray--638/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
710,Dismount Attack,/feats/complete-scoundrel--60/dismount-attack--3283/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
711,Disrupting Spell,/feats/fiendish-codex-ii-tyrants-of-the-nine-hells--67/disrupting-spell--639/,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/
712,Distant Horizon,/feats/tome-of-battle-the-book-of-nine-swords--88/distant-horizon--640/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
713,Distant Shot,/feats/epic-level-handbook--41/distant-shot--641/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
714,Distinctive,/feats/unearthed-arcana--90/distinctive--642/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
715,Distracting Attack,/feats/miniatures-handbook--75/distracting-attack--643/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
716,Disturbing Visage,/feats/races-of-eberron--10/disturbing-visage--644/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
717,Dive For Cover,/feats/complete-adventurer--54/dive-for-cover--645/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
718,Diverse Background,/feats/races-of-destiny--81/diverse-background--646/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
719,Divine Accuracy,/feats/libris-mortis-the-book-of-the-dead--71/divine-accuracy--647/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
720,Divine Alacrity,/feats/faiths-of-eberron--8/divine-alacrity--648/,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
721,Divine Armor,/feats/players-handbook-ii--80/divine-armor--649/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
722,Divine Censure,/feats/fiendish-codex-ii-tyrants-of-the-nine-hells--67/divine-censure--650/,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/
723,Divine Cleansing,/feats/complete-warrior--61/divine-cleansing--651/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
724,Divine Cleansing,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/divine-cleansing--652/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
725,Divine Conduit,/feats/dragon-compendium--109/divine-conduit--3349/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
726,Divine Countermagic,/feats/faiths-of-eberron--8/divine-countermagic--653/,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
727,Divine Damage Reduction,/feats/races-of-stone--82/divine-damage-reduction--654/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
728,Divine Defiance,/feats/fiendish-codex-ii-tyrants-of-the-nine-hells--67/divine-defiance--655/,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/
729,Divine Denial,/feats/exemplars-of-evil--64/divine-denial--656/,Exemplars of Evil,/rulebooks/supplementals-35--5/exemplars-of-evil--64/
730,Divine Energy Focus,/feats/ghostwalk--94/divine-energy-focus--3474/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
731,Divine Fervor,/feats/dragon-compendium--109/divine-fervor--3348/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
732,Divine Fortune,/feats/players-handbook-ii--80/divine-fortune--657/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
733,Divine Intercession,/feats/drow-of-the-underdark--93/divine-intercession--3450/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
734,Divine Justice,/feats/players-handbook-ii--80/divine-justice--658/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
735,Divine Justice,/feats/fiendish-codex-ii-tyrants-of-the-nine-hells--67/divine-justice--659/,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/
736,Divine Metamagic,/feats/complete-divine--56/divine-metamagic--660/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
737,Divine Might,/feats/complete-warrior--61/divine-might--661/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
738,Divine Might,/feats/deities-and-demigods--39/divine-might--662/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
739,Divine Might,/feats/faiths-pantheons--18/divine-might--663/,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
740,Divine Might,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/divine-might--3639/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
741,Divine Resistance,/feats/complete-warrior--61/divine-resistance--664/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
742,Divine Resistance,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/divine-resistance--3640/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
743,Divine Shield,/feats/complete-warrior--61/divine-shield--666/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
744,Divine Shield,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/divine-shield--3641/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
745,Divine Soultouch,/feats/magic-of-incarnum--74/divine-soultouch--667/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
746,Divine Spell Penetration,/feats/players-guide-to-faerun--22/divine-spell-penetration--668/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
747,Divine Spell Power,/feats/complete-divine--56/divine-spell-power--669/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
748,Divine Spellshield,/feats/races-of-stone--82/divine-spellshield--670/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
749,Divine Spirit,/feats/tome-of-battle-the-book-of-nine-swords--88/divine-spirit--671/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
750,Divine Vengeance,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/divine-vengeance--673/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
751,Divine Vengeance,/feats/faiths-pantheons--18/divine-vengeance--674/,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
752,Divine Vengeance,/feats/deities-and-demigods--39/divine-vengeance--3589/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
753,Divine Vigor,/feats/complete-warrior--61/divine-vigor--675/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
754,Divine Vigor,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/divine-vigor--676/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
755,Divine Vigor,/feats/red-hand-doom--115/divine-vigor--3762/,Red Hand of Doom,/rulebooks/supplementals-35--5/red-hand-doom--115/
756,Divine Ward,/feats/players-handbook-ii--80/divine-ward--677/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
757,Divine Warrior,/feats/faiths-of-eberron--8/divine-warrior--678/,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
758,Diving Charge,/feats/races-of-the-wild--84/diving-charge--679/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
759,Dodge,/feats/players-handbook-v35--6/dodge--681/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
760,Domain Focus,/feats/complete-divine--56/domain-focus--682/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
761,Domain Spontaneity,/feats/complete-divine--56/domain-spontaneity--683/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
762,Domain Spontaneity,/feats/faiths-of-eberron--8/domain-spontaneity--684/,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
763,Don Mantle,/feats/complete-psionic--59/don-mantle--685/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
764,Doomspeak,/feats/champions-of-ruin--27/doomspeak--686/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
765,Dorje Mastery,/feats/magic-of-eberron--9/dorje-mastery--687/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
766,Dorje Mastery,/feats/complete-psionic--59/dorje-mastery--688/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
767,Double Chakra,/feats/magic-of-incarnum--74/double-chakra--689/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
768,Double Draconic Aura,/feats/dragon-magic--62/double-draconic-aura--3467/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
769,Double Draconic Aura,/feats/dragon-magic--62/double-draconic-aura--3620/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
770,Double Hit,/feats/miniatures-handbook--75/double-hit--690/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
771,Double Steel Strike,/feats/eberron-campaign-setting--12/double-steel-strike--691/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
772,Double Team,/feats/dragon-compendium--109/double-team--3350/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
773,Double Wand Wielder,/feats/complete-arcane--55/double-wand-wielder--692/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
774,Draconian Breath Weapon,/feats/dragonlance-campaign-setting--98/draconian-breath-weapon--3611/,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
775,Draconic Arcane Grace,/feats/races-of-the-dragon--83/draconic-arcane-grace--693/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
776,Draconic Archivist,/feats/heroes-of-horror--70/draconic-archivist--694/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
777,Draconic Armor ,/feats/dragon-magic--62/draconic-armor--695/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
778,Draconic Aura,/feats/dragon-magic--62/draconic-aura--696/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
779,Draconic Bloodline,/feats/dragon-compendium--109/draconic-bloodline--3351/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
780,Draconic Breath,/feats/races-of-the-dragon--83/draconic-breath--697/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
781,Draconic Breath,/feats/complete-arcane--55/draconic-breath--3413/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
782,Draconic Claw,/feats/complete-arcane--55/draconic-claw--698/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
783,Draconic Claw,/feats/races-of-the-dragon--83/draconic-claw--699/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
784,Draconic Flight,/feats/complete-arcane--55/draconic-flight--700/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
785,Draconic Flight,/feats/races-of-the-dragon--83/draconic-flight--701/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
786,Draconic Heritage,/feats/complete-arcane--55/draconic-heritage--702/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
787,Draconic Heritage,/feats/dragon-magic--62/draconic-heritage--703/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
788,Draconic Heritage,/feats/races-of-the-dragon--83/draconic-heritage--704/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
789,Draconic Knowledge,/feats/dragon-magic--62/draconic-knowledge--705/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
790,Draconic Knowledge,/feats/draconomicon--92/draconic-knowledge--3217/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
791,Draconic Legacy,/feats/complete-arcane--55/draconic-legacy--706/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
792,Draconic Legacy,/feats/races-of-the-dragon--83/draconic-legacy--707/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
793,Draconic Persuasion,/feats/races-of-the-dragon--83/draconic-persuasion--708/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
794,Draconic Power,/feats/complete-arcane--55/draconic-power--709/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
795,Draconic Power,/feats/races-of-the-dragon--83/draconic-power--710/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
796,Draconic Presence,/feats/complete-arcane--55/draconic-presence--711/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
797,Draconic Presence,/feats/races-of-the-dragon--83/draconic-presence--712/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
798,Draconic Resistance,/feats/complete-arcane--55/draconic-resistance--713/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
799,Draconic Resistance,/feats/races-of-the-dragon--83/draconic-resistance--714/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
800,Draconic Senses ,/feats/dragon-magic--62/draconic-senses--715/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
801,Draconic Skin,/feats/complete-arcane--55/draconic-skin--716/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
802,Draconic Skin,/feats/races-of-the-dragon--83/draconic-skin--717/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
803,Draconic Toughness,/feats/races-of-the-dragon--83/draconic-toughness--718/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
804,Draconic Vigor ,/feats/dragon-magic--62/draconic-vigor--719/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
805,Dragon Breath,/feats/races-of-the-dragon--83/dragon-breath--720/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
806,Dragon Cohort,/feats/draconomicon--92/dragon-cohort--3250/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
807,Dragon Familiar,/feats/draconomicon--92/dragon-familiar--3251/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
808,Dragon Hunter,/feats/draconomicon--92/dragon-hunter--3252/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
809,Dragon Hunter Bravery,/feats/draconomicon--92/dragon-hunter-bravery--3253/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
810,Dragon Hunter Defense,/feats/draconomicon--92/dragon-hunter-defense--3254/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
811,Dragon Prophesier,/feats/magic-of-eberron--9/dragon-prophesier--721/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
812,Dragon Rage,/feats/eberron-campaign-setting--12/dragon-rage--722/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
813,Dragon Sight,/feats/dragon-compendium--109/dragon-sight--3352/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
814,Dragon Steed,/feats/draconomicon--92/dragon-steed--3255/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
815,Dragon Tail,/feats/races-of-the-dragon--83/dragon-tail--723/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
816,Dragon Totem,/feats/eberron-campaign-setting--12/dragon-totem--724/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
817,Dragon Totem Focus,/feats/magic-of-eberron--9/dragon-totem-focus--725/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
818,Dragon Totem Lorekeeper,/feats/magic-of-eberron--9/dragon-totem-lorekeeper--726/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
819,Dragon Totem Scion,/feats/magic-of-eberron--9/dragon-totem-scion--727/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
820,Dragon Trainer,/feats/races-of-the-dragon--83/dragon-trainer--728/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
821,Dragon Ward,/feats/eyes-lich-queen--113/dragon-ward--3654/,Eyes of the Lich Queen,/rulebooks/eberron-35--3/eyes-lich-queen--113/
822,Dragon Wild Shape,/feats/epic-level-handbook--41/dragon-wild-shape--729/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
823,Dragon Wild Shape,/feats/draconomicon--92/dragon-wild-shape--3256/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
824,Dragon Wings,/feats/races-of-the-dragon--83/dragon-wings--730/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
825,Dragon&#39;s Insight,/feats/players-guide-to-eberron--13/dragons-insight--745/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
826,Dragon&#39;s Toughness,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/dragons-toughness--746/,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
827,Dragonbane,/feats/draconomicon--92/dragonbane--3258/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
828,Dragoncrafter,/feats/draconomicon--92/dragoncrafter--3259/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
829,Dragondoom,/feats/draconomicon--92/dragondoom--3260/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
830,Dragonfire Assault ,/feats/dragon-magic--62/dragonfire-assault--731/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
831,Dragonfire Channeling ,/feats/dragon-magic--62/dragonfire-channeling--732/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
832,Dragonfire Inspiration ,/feats/dragon-magic--62/dragonfire-inspiration--733/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
833,Dragonfire Strike ,/feats/dragon-magic--62/dragonfire-strike--734/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
834,Dragonfoe,/feats/draconomicon--92/dragonfoe--3257/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
835,Dragonfriend,/feats/draconomicon--92/dragonfriend--3211/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
836,Dragonmark Adept,/feats/dragonmarked--7/dragonmark-adept--735/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
837,Dragonmark Battlestrike,/feats/dragonmarked--7/dragonmark-battlestrike--736/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
838,Dragonmark Fist,/feats/dragonmarked--7/dragonmark-fist--737/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
839,Dragonmark Luck,/feats/eyes-lich-queen--113/dragonmark-luck--3655/,Eyes of the Lich Queen,/rulebooks/eberron-35--3/eyes-lich-queen--113/
840,Dragonmark Mastery,/feats/dragonmarked--7/dragonmark-mastery--738/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
841,Dragonmark Prodigy,/feats/dragonmarked--7/dragonmark-prodigy--739/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
842,Dragonmark Rage,/feats/dragonmarked--7/dragonmark-rage--740/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
843,Dragonmark Smite,/feats/dragonmarked--7/dragonmark-smite--741/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
844,Dragonmark Spellturning,/feats/dragonmarked--7/dragonmark-spellturning--742/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
845,Dragonmark Visionary,/feats/dragonmarked--7/dragonmark-visionary--743/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
846,Dragonmarked Summoner,/feats/dragonmarked--7/dragonmarked-summoner--744/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
847,Dragonsong,/feats/draconomicon--92/dragonsong--3212/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
848,Dragonthrall,/feats/draconomicon--92/dragonthrall--3213/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
849,Dragonthrall,/feats/red-hand-doom--115/dragonthrall--3763/,Red Hand of Doom,/rulebooks/supplementals-35--5/red-hand-doom--115/
850,Dragontouched ,/feats/dragon-magic--62/dragontouched--747/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
851,Dragonwrought,/feats/races-of-the-dragon--83/dragonwrought--748/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
852,Draw From The Land,/feats/unapproachable-east--33/draw-from-the-land--749/,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
853,Dread Tyranny,/feats/races-of-destiny--81/dread-tyranny--750/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
854,Dreadful Wrath,/feats/players-guide-to-faerun--22/dreadful-wrath--751/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
855,Dream of Contact,/feats/secrets-of-sarlona--14/dream-of-contact--752/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
856,Dream of Insight,/feats/secrets-of-sarlona--14/dream-of-insight--753/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
857,Dream of Instinct,/feats/secrets-of-sarlona--14/dream-of-instict--754/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
858,Dream of Perception,/feats/secrets-of-sarlona--14/dream-perception--3767/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
859,Dream of Strength,/feats/secrets-of-sarlona--14/dream-of-strength--755/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
860,Dream of the Moment,/feats/secrets-of-sarlona--14/dream-of-the-moment--756/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
861,Dream Scion,/feats/secrets-of-sarlona--14/dream-scion--757/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
862,Dreamsight Elite,/feats/races-of-eberron--10/dreamsight-elite--758/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
863,Dreamtelling,/feats/heroes-of-horror--70/dreamtelling--759/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
864,Drift Magic,/feats/sandstorm--85/drift-magic--760/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
865,Driving Attack,/feats/players-handbook-ii--80/driving-attack--761/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
866,Dromite Barrier,/feats/complete-psionic--59/dromite-barrier--762/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
867,Dromite Ray,/feats/complete-psionic--59/dromite-ray--763/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
